,text_a,text_b,scores
1409,How do I associate the traffic card in my wallet with my band 3pro?,"Can my Huawei phone, watch, and band share a transportation card?",5
1410,Banks and Models Supported by Huawei Pay,Models that support Huawei Pay bank cards and the number of supported cards,5
1411,What can I do if a refund occurs when I use Huawei Pay that is bound to my Huawei Pay?,Use the bank card bound to Huawei Pay in Huawei Pay for refund.,5
1412,What can I do if my bank card is bound to a phone and the phone is damaged?,How to deal with the bound bank card after the mobile phone is repaired or returned or replaced?,5
1413,How to charge the handling fee for changing the account?,Indicates whether to charge a service handling fee for recharging or withdrawing change.,5
1414,How can I switch to another account if I forget my password and my mobile number is no longer used?,How can I submit a self-service complaint using my Huawei ID?,5
1415,Why can't I add a key to the Honor 7X?,Number of keys and models that can be added,5
1416,Exceeded the limit for a single transaction.,Quick payment: Is there a limit on the amount of a single transaction of the debit card of China Merchants Bank?,5
1417,Can I bind another user's bank card to my real name?,What is real-name authentication?,5
1418,What am I paying for?,Unreasonable deduction from Huawei Pay,5
1419,Why is there no traffic card on my phone's Huawei Pay desktop?,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,5
1420,What is a transportation card?,Huawei Pay Transportation Card Introduction and Usage Guide,5
1421,Why isn't there a key feature in my wallet or purse?,Number of keys and models that can be added,5
1422,"Hello, I forgot my original account number, and then I got a new account number. How can I delete the damaged transportation card?",Refund the balance of the deleted transportation card in the Huawei Pay.,5
1423,In the,salutes,5
1424,Can I use a Zhang Jiaotong card with my phone and band?,"Can my Huawei phone, watch, and band share a transportation card?",5
1425,I can't tie up a Beijing card.,Failed to Add a Bank Card,5
1426,How Do I Cancel All Quick Payments Bound to a Bank Card?,Method of Removing Bank Card from Online Payment,5
1427,The page overlaps when the user swipes.,Why does the slide of the wallet homepage overlap?,5
1428,How do I cancel automatic renewal?,How Do I Disable the Auto-Renew Service?,5
1429,How do I cancel association with Alipay?,Unbind payment code (Alipay),5
1430,Can I use the transportation card of an old phone on a new phone?,Can I change my mobile phone to another one?,5
1431,Quick payment failed.,What can I do if my phone does not respond when I swipe a bank card?,5
1432,Which phone supports NFC on buses?,Models that support transportation cards and the number of supported cards,5
1433,Does the transportation card have the card opening fee?,Service Fees for Opening and Deleting Transportation Cards,5
1434,Phones that do not support NFC,Models that support transportation cards and the number of supported cards,5
1435,The answer to the security question is forgotten.,Method of resetting the security question,5
1436,"Hello, there's no transportation card for the card.",What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,5
1437,Withdrawal of change,Can I Withdraw Recharge or Withdrawal of Change?,5
1438,Can I add a transportation card to the Honor 9X?,Does my phone or wearable device support bank cards (cloud flash payment) or transportation cards?,5
1439,How can I turn off the Huawei Pay background automatic switch?,The Huawei Pay card swiping page is automatically displayed.,5
1440,Can Mate 8 flash payment be used?,Does my phone or wearable device support bank cards (cloud flash payment) or transportation cards?,5
1441,Shanghai Public Transport Card cannot be recharged today.,How to Handle the Failure to Recharge the Transportation Card,5
1442,How do I use Huawei Pay to make online payments?,Using Huawei Pay Bank Cards for Online Payment,5
1443,How to Make Huawei Pay Not Frequently Used,The Huawei Pay card swiping page is automatically displayed.,5
1444,What should I do if a message indicating inconsistent signatures is displayed after I update my wallet?,Why does my phone crash or display a message indicating that the signature is inconsistent after I update my wallet?,5
1445,Multiple fingerprints can be used to verify the payment result when a user uses a bank card to make a payment.,Multiple fingerprints can be used to verify the payment result when a user uses a bank card to make a payment.,5
1446,Can Guangxi traffic card brush Nanning bus?,Which cities does the transportation card support?,5
1447,How to enable Huawei Pay?,Adding a Bank Card,5
1448,Exit,Goodbye,5
1449,Why can't I swipe the bus with my card?,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,5
1450,How many keys can be added to a mobile phone at most?,Number of keys and models that can be added,5
1451,I don't have a key to my phone.,Number of keys and models that can be added,5
1452,Binding an eID Card,Method of Enabling the eID Service,5
1453,Disabling the Automatic Fee Deduction Function of the Huawei Pay,How Do I Disable the Auto-Renew Service?,5
1454,Mobile phone recharge invoice,How to Obtain the Recharge Invoice of the Mobile Phone Recharge Balance Deduction Activity,5
1455,My phone displays Huawei Pay as soon as it's turned on.,The Huawei Pay card swiping page is automatically displayed.,5
1456,How do I find the added door key?,Viewing/Deleting a Door Key,5
1457,What is the monthly bill?,What is the monthly bill?,5
1458,How do I get the key to the door?,Adding a Door Key,5
1459,My transport card re-logged in. Why isn't it there?,The card/bank card in your wallet has disappeared,5
1460,Yes or no?,salutes,5
1461,Which Banks Are Supported by the Bank Card?,Which Bank Cards Can Be Added?,5
1462,I already have the key to the door. How can I not open it?,Why can't I open the door if the key is added successfully?,5
1463,How Do I Cancel the Association with Alipay?,Unbind payment code (Alipay),5
1464,Can I simulate five door keys?,Number of keys and models that can be added,5
1465,The metro card doesn't work.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,5
1466,What the hell? Fingerprints on a cell phone. You can jump into a wallet.,The Huawei Pay card swiping page is automatically displayed.,5
1467,Why isn't the door key working after it's been copied?,Why can't I open the door if the key is added successfully?,5
1468,Why did my account authenticate others in real name?,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,5
1469,What can I do if I forget the payment password of my wallet?,Method of retrieving the payment password,5
1470,How do I bind a bank card?,Adding a Bank Card,5
1471,withhold money indiscriminately,Unreasonable deduction from Huawei Pay,5
1472,Why is the access card option not added to the money phone?,Number of keys and models that can be added,5
1473,"I unbound the card, I want to see activities, re-binding on it?","During the activity, if a user unbinds the card from the mobile phone and binds the card again before the mobile phone recharges the account, the user cannot participate in the activity.",5
1474,How do I return a transportation card?,Refund the balance of the deleted transportation card in the Huawei Pay.,5
1475,My phone supports eID.,Which models support the eID function?,5
1476,The nfc function fails to be used to swipe the bus. It is useless to repeat the operation for twice.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,5
1477,Can I sync the transportation card in the Huawei Pay to the Honor Band 5?,"Can my Huawei phone, watch, and band share a transportation card?",5
